date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:26	21694/21694	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c6c-54be%22	https://demo.bootstrapious.com/admin-premium/1-4-4/forms-validation.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/forms-validation.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:26	38404/38404	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c4c-9604%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-cards.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-cards.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:26	17031/17031	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c4a-4287%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-calendar.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-calendar.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:27	26177/26177	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c4c-6641%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-gallery.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-gallery.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:27	19492/19492	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c4d-4c24%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-loading-buttons.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-loading-buttons.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:27	23392/23392	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c4e-5b60%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-map.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-map.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:27	17362/17362	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c4f-43d2%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-notifications.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-notifications.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:28	24138/24138	---MCZ	200	added ('OK')	text/html	etag:W/%225b601c50-5e4a%22	https://demo.bootstrapious.com/admin-premium/1-4-4/components-preloader.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/components-preloader.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:28	27546/27546	---MCZ	200	added ('OK')	text/html	etag:W/%225b601d0b-6b9a%22	https://demo.bootstrapious.com/admin-premium/1-4-4/pages-contacts.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/pages-contacts.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:28	20301/20301	---MCZ	200	added ('OK')	text/html	etag:W/%225b601d0c-4f4d%22	https://demo.bootstrapious.com/admin-premium/1-4-4/pages-pricing.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/pages-pricing.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:28	1929/1929	---M--	200	added ('OK')	image/jpeg	etag:%225b601cfd-789%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-1.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-1.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:28	2303/2303	---M--	200	added ('OK')	image/jpeg	etag:%225b601cfd-8ff%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-2.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-2.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:29	2320/2320	---M--	200	added ('OK')	image/jpeg	etag:%225b601cfd-910%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-3.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-3.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:29	2182/2182	---M--	200	added ('OK')	image/jpeg	etag:%225b601cfe-886%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-4.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/project-4.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:29	18829/18829	---M--	200	added ('OK')	image/jpeg	etag:%225b601c76-498d%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-4.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-4.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:29	10901/10901	---M--	200	added ('OK')	image/jpeg	etag:%225b601c77-2a95%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-5.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-5.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:30	144766/144766	---M--	200	added ('OK')	image/png	etag:%225b601d01-2357e%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/template-mac.png	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/template-mac.png	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:30	86927/86927	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:31:14%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/jquery/jquery.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/jquery/jquery.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:30	20337/20337	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:34:52%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/popper.js/umd/popper.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/popper.js/umd/popper.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:30	51039/51039	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:26:20%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/bootstrap/js/bootstrap.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/bootstrap/js/bootstrap.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:30	3121/3121	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:32:00%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/jquery.cookie/jquery.cookie.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/jquery.cookie/jquery.cookie.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:31	159638/159638	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:28:31%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/chart.js/Chart.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/chart.js/Chart.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:31	23261/23261	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:31:34%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/jquery-validation/jquery.validate.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/jquery-validation/jquery.validate.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:31	3220/3220	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:25:41%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/charts-home.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/charts-home.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:31	19229/19229	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:32:33%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/messenger-hubspot/build/js/messenger.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/messenger-hubspot/build/js/messenger.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:31	1281/1281	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:32:30%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/messenger-hubspot/build/js/messenger-theme-flat.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/messenger-hubspot/build/js/messenger-theme-flat.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:32	284/284	---M--	200	added ('OK')	application/javascript	etag:%225b601d09-11c%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/home-premium.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/home-premium.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:32	2576/2576	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:25:45%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/front.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/front.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/)
10:50:32	387/387	---M--	200	added ('OK')	image/png	etag:%225b601cf9-183%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/multiselect-switch.png	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/multiselect-switch.png	(from https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/css/style.default.premium.css)
10:50:33	291351/291351	---M--	200	added ('OK')	image/jpeg	etag:%225b601c84-47217%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/bg.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/bg.jpg	(from https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/css/style.default.premium.css)
10:50:33	6422/6422	---M--	200	added ('OK')	text/html	etag:%225b601d0d-1916%22	https://demo.bootstrapious.com/admin-premium/1-4-4/register.html	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/register.html	(from https://demo.bootstrapious.com/admin-premium/1-4-4/login.html)
10:50:33	85662/85662	---M--	200	added ('OK')	image/jpeg	etag:%225b601c7a-14e9e%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-7.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-7.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/pages-profile.html)
10:50:34	8773/8773	---M--	200	added ('OK')	image/jpeg	etag:%225b601c77-2245%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-6.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/img/avatar-6.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/pages-profile.html)
10:50:34	5799/5799	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2008:28:50%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-bs4/css/dataTables.bootstrap4.css	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-bs4/css/dataTables.bootstrap4.css	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:34	96570/96570	---M--	200	added ('OK')	image/jpeg	etag:%225b601cfc-1793a%22	https://demo.bootstrapious.com/admin-premium/1-4-4/img/photos/paul-morris-116514-unsplash.jpg	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/demo.bootstrapious.com/admin-premium/1-4-4/img/photos/paul-morris-116514-unsplash.jpg	(from https://demo.bootstrapious.com/admin-premium/1-4-4/pages-profile.html)
10:50:34	3993/3993	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2008:29:00%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-responsive-bs4/css/responsive.bootstrap4.min.css	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-responsive-bs4/css/responsive.bootstrap4.min.css	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:34	447569/447569	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:28:44%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net/js/jquery.dataTables.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net/js/jquery.dataTables.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:35	4693/4693	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:28:52%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-bs4/js/dataTables.bootstrap4.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-bs4/js/dataTables.bootstrap4.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:35	13031/13031	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:28:56%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-responsive/js/dataTables.responsive.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-responsive/js/dataTables.responsive.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:35	1244/1244	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:29:02%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-responsive-bs4/js/responsive.bootstrap4.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/datatables.net-responsive-bs4/js/responsive.bootstrap4.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:35	184/184	---M--	200	added ('OK')	application/javascript	etag:%225b601d0a-b8%22	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/tables-datatable.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/tables-datatable.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/tables-datatable.html)
10:50:36	6357/6357	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:25:40%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/charts-custom.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/charts-custom.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/charts.html)
10:50:36	18036/18036	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:30:53%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/gaugeJS/gauge.min.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/vendor/gaugeJS/gauge.min.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/charts-gauge-sparkline.html)
10:50:37	1855/1855	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2008:25:41%20GMT	https://d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/charts-gauge-sparkline.js	C:/Users/CET%20-%20A/Desktop/Teresa%20-%20Sofia/d19m59y37dris4.cloudfront.net/admin-premium/1-4-4/js/charts-gauge-sparkline.js	(from https://demo.bootstrapious.com/admin-premium/1-4-4/charts-gauge-sparkline.html)
